I,TA,VB,TB
1.68,24.1,3.32552,24.2
1.68,24.1,3.325568,24.2
1.68,24.2,3.325619,24.2
1.68,24.1,3.32559,24.2
1.68,24.1,3.325528,24.2
1.6803,24.1,3.325553,24.2
1.6797,24.1,3.325632,24.2
1.6797,24.1,3.325808,24.2
1.6797,24.1,3.325695,24.2
1.6797,24.1,3.325625,24.2
1.6797,24.1,3.325596,24.2
1.6797,24.1,3.325828,24.2
1.6797,24.1,3.325743,24.2
1.6797,24.1,3.325546,24.2
1.6797,24.1,3.325754,24.2
1.6797,24.1,3.325758,24.2
1.6797,24.1,3.325744,24.2
1.6797,24.1,3.325758,24.2
1.68,24.1,3.32586,24.2
1.6797,24.1,3.32572,24.2
1.6797,24.2,3.325764,24.2
1.68,24.1,3.325722,24.2
1.68,24.1,3.325487,24.2
1.6797,24.1,3.325791,24.2
1.6797,24.1,3.326036,24.2
1.6803,24.1,3.325588,24.2
1.6797,24.1,3.325752,24.2
1.6797,24.1,3.325735,24.2
1.6797,24.1,3.325603,24.2
1.6797,24.1,3.325807,24.2
1.6797,24.1,3.325477,24.2
1.6797,24.1,3.325657,24.2
1.6797,24.1,3.325737,24.2
1.6803,24.1,3.32551,24.2
1.6797,24.1,3.325753,24.2
1.6797,24.1,3.325825,24.2
1.6797,24.1,3.325829,24.2
1.6797,24.1,3.325667,24.2
1.6797,24.1,3.32597,24.2
1.6797,24.1,3.325695,24.2
1.6797,24.1,3.325845,24.2
1.6797,24.1,3.325812,24.2
1.6797,24.1,3.326001,24.2
1.6797,24.1,3.325921,24.2
1.6803,24.1,3.325744,24.2
1.6797,24.1,3.325545,24.2
1.6797,24.1,3.325694,24.2
1.6797,24.2,3.32579,24.2
1.6797,24.1,3.325662,24.2
1.6797,24.1,3.325545,24.2
1.6797,24.1,3.325697,24.2
1.6797,24.1,3.325929,24.2
1.6797,24.1,3.325638,24.2
1.6797,24.1,3.32584,24.2
1.6797,24.1,3.325857,24.2
1.6797,24.1,3.325835,24.2
1.6797,24.1,3.325734,24.2
1.6797,24.1,3.325556,24.2
1.6797,24.1,3.325983,24.2
1.6797,24.1,3.325634,24.2
1.6797,24.1,3.32554,24.2
1.6797,24.1,3.325544,24.2
1.6797,24.1,3.325359,24.2
1.6803,24.1,3.325407,24.2
1.6794,24.1,3.325578,24.2
1.6797,24.1,3.325599,24.2
1.6797,24.1,3.32569,24.2
1.68,24.1,3.325682,24.2
1.6797,24.1,3.325785,24.2
1.6797,24.1,3.325529,24.2
1.68,24.1,3.325831,24.2
1.6797,24.1,3.325659,24.2
1.6797,24.1,3.325896,24.2
1.6797,24.1,3.325724,24.2
1.6797,24.1,3.325803,24.2
1.6797,24.1,3.325763,24.2
1.6797,24.1,3.325668,24.2
1.6797,24.1,3.325747,24.2
1.6797,24.1,3.325778,24.2
1.6797,24.1,3.325659,24.2
1.68,24.1,3.32565,24.2
1.6797,24.1,3.32584,24.2
1.6797,24.1,3.325402,24.2
1.6797,24.1,3.325825,24.2
1.6797,24.1,3.325578,24.2
1.6797,24.1,3.32581,24.2
1.68,24.1,3.32571,24.2
1.6797,24.1,3.325898,24.2
1.68,24.1,3.325564,24.2
1.68,24.1,3.325589,24.2
1.6797,24.1,3.32571,24.2
1.6797,24.1,3.325736,24.2
1.6797,24.1,3.325523,24.2
1.6797,24.1,3.325756,24.2
1.6797,24.1,3.325782,24.2
1.6797,24.1,3.325631,24.2
1.6803,24.1,3.325772,24.2
1.6797,24.1,3.325463,24.2
1.6797,24.1,3.32568,24.2
1.6797,24.1,3.325601,24.2
1.6797,24.1,3.325683,24.2
1.6797,24.1,3.325866,24.2
1.6797,24.1,3.325418,24.2
1.6797,24.1,3.325533,24.2
1.6803,24.1,3.325571,24.2
1.6797,24.1,3.325655,24.2
1.6797,24.1,3.325606,24.2
1.6797,24.1,3.325862,24.2
1.6797,24.1,3.325664,24.2
1.6797,24.1,3.325707,24.2
1.6803,24.1,3.325704,24.2
1.6803,24.1,3.325714,24.2
1.6797,24.1,3.325618,24.2
1.6797,24.1,3.32578,24.2
1.6797,24.1,3.325856,24.2
1.6803,24.1,3.325577,24.2
1.6797,24.1,3.325741,24.2
1.6803,24.1,3.325706,24.2
1.6797,24.1,3.325635,24.2
1.6797,24.1,3.325456,24.2
1.6797,24.1,3.325767,24.2
1.6797,24.1,3.326105,24.2
1.6797,24.1,3.325766,24.2
1.6797,24.1,3.325923,24.2
1.6797,24.1,3.325749,24.2
1.6797,24.1,3.325727,24.2
1.6797,24.1,3.32581,24.2
1.6797,24.1,3.325743,24.2
1.68,24.1,3.325832,24.2
1.6797,24.1,3.32567,24.2
1.6797,24.1,3.325649,24.2
1.6797,24.1,3.325664,24.2
1.6797,24.1,3.325582,24.2
1.6797,24.1,3.325508,24.2
1.6797,24.1,3.325703,24.2
1.6797,24.1,3.325764,24.2
1.6797,24.1,3.325648,24.2
1.6803,24.1,3.325645,24.2
1.6797,24.1,3.325567,24.2
1.6797,24.1,3.325588,24.2
1.6797,24.1,3.325486,24.2
1.6797,24.1,3.325464,24.2
1.6797,24.1,3.325783,24.2
1.6797,24.1,3.325881,24.2
1.6803,24.1,3.325869,24.2
1.6797,24.1,3.325727,24.2
1.6797,24.1,3.325807,24.2
1.6797,24.1,3.325833,24.2
1.6797,24.1,3.325821,24.2
1.6797,24.1,3.325919,24.2
1.6797,24.1,3.325891,24.2
1.6797,24.1,3.32538,24.2
1.6797,24.1,3.325368,24.2
1.6797,24.1,3.325709,24.2
1.6797,24.1,3.325935,24.2
1.6797,24.1,3.325818,24.2
1.6803,24.1,3.325811,24.2
1.6797,24.1,3.325894,24.2
1.6797,24.1,3.325787,24.2
1.6797,24.1,3.325696,24.2
1.6797,24.1,3.325736,24.2
1.6797,24.2,3.325753,24.2
1.6797,24.1,3.32566,24.2
1.6797,24.1,3.325875,24.2
1.6797,24.1,3.326085,24.2
1.6794,24.2,3.325549,24.2
1.6797,24.1,3.325887,24.2
1.6797,24.1,3.325804,24.2
1.6797,24.1,3.325932,24.2
1.68,24.1,3.326007,24.2
1.6797,24.1,3.325711,24.2
1.6797,24.1,3.32595,24.2
1.6797,24.1,3.326061,24.2
1.68,24.1,3.325773,24.2
1.6797,24.1,3.326113,24.2
1.68,24.1,3.326,24.2
1.6797,24.1,3.325685,24.2
1.68,24.1,3.325666,24.2
1.6797,24.1,3.325878,24.2
1.6797,24.2,3.32586,24.2
1.68,24.1,3.325707,24.2
1.68,24.2,3.325561,24.2
1.68,24.1,3.325989,24.2
1.6797,24.1,3.325845,24.2
1.6797,24.2,3.325693,24.2
1.6797,24.1,3.325748,24.2
1.6797,24.2,3.325971,24.2
1.6797,24.1,3.32589,24.2
1.6797,24.1,3.325853,24.2
1.6797,24.1,3.32565,24.2
1.6797,24.1,3.326087,24.2
1.68,24.1,3.32564,24.2
1.68,24.1,3.32573,24.2
1.6797,24.2,3.325951,24.2
1.6797,24.1,3.325662,24.2
1.68,24.2,3.32585,24.2
1.6797,24.1,3.326032,24.2
1.6803,24.1,3.325746,24.2
1.6797,24.1,3.325781,24.2
1.6803,24.1,3.325722,24.2
1.6797,24.2,3.325363,24.2
1.6797,24.1,3.325508,24.2
1.6797,24.1,3.325719,24.2
1.6797,24.1,3.325756,24.2
1.6803,24.2,3.325722,24.2
1.6797,24.1,3.325849,24.2
1.6797,24.2,3.325833,24.2
1.6797,24.1,3.325687,24.2
1.6797,24.2,3.325832,24.2
1.6797,24.1,3.325435,24.2
1.6797,24.2,3.32555,24.2
1.6797,24.1,3.325959,24.2
1.6803,24.2,3.325988,24.2
1.6797,24.2,3.325856,24.2
1.6797,24.1,3.325777,24.2
1.6797,24.2,3.325481,24.2
1.6797,24.1,3.325865,24.2
1.6797,24.2,3.325616,24.2
1.6797,24.2,3.325512,24.2
1.6797,24.2,3.326082,24.2
1.6797,24.2,3.325677,24.2
1.6803,24.2,3.325871,24.2
1.6797,24.1,3.325746,24.2
1.6797,24.2,3.325729,24.2
1.6797,24.2,3.325746,24.2
1.6797,24.2,3.325821,24.2
1.6797,24.2,3.325705,24.2
1.6797,24.2,3.325505,24.2
1.6797,24.2,3.325766,24.2
1.6797,24.1,3.325862,24.2
1.6797,24.2,3.325898,24.2
1.6797,24.2,3.325645,24.2
1.6797,24.2,3.325886,24.2
1.6803,24.1,3.325886,24.2
1.6797,24.2,3.325677,24.2
1.6797,24.2,3.325886,24.2
1.6797,24.2,3.325957,24.2
1.6797,24.2,3.326148,24.2
1.6803,24.2,3.325532,24.2
1.6803,24.2,3.325791,24.2
1.6803,24.2,3.325739,24.2
1.6797,24.2,3.32588,24.2
1.6797,24.2,3.32581,24.2
1.6797,24.2,3.32564,24.2
1.6803,24.2,3.325932,24.2
1.6797,24.2,3.325763,24.2
1.6797,24.2,3.32599,24.2
1.6797,24.2,3.325625,24.2
1.6797,24.2,3.325612,24.2
1.6797,24.2,3.325717,24.2
1.6803,24.2,3.326031,24.2
1.6797,24.2,3.3258,24.2
1.6803,24.2,3.325983,24.2
1.6803,24.2,3.326087,24.2
1.6797,24.2,3.325772,24.2
1.6797,24.2,3.32565,24.2
1.6803,24.2,3.32608,24.2
1.6797,24.2,3.325792,24.2
1.6803,24.1,3.32568,24.2
1.6797,24.2,3.32591,24.2
1.6797,24.2,3.325884,24.2
1.6797,24.2,3.325886,24.2
1.6797,24.2,3.325974,24.2
1.6797,24.2,3.325725,24.2
1.6797,24.2,3.325752,24.2
1.6803,24.2,3.325896,24.2
1.6797,24.2,3.325821,24.2
1.6797,24.2,3.32594,24.2
1.6797,24.2,3.325923,24.2
1.6797,24.2,3.325855,24.2
1.6797,24.2,3.325651,24.2
1.6803,24.2,3.325871,24.2
1.6797,24.2,3.325812,24.2
1.6797,24.2,3.325876,24.2
1.6797,24.2,3.325468,24.2
1.6797,24.2,3.325823,24.2
1.6797,24.2,3.325628,24.2
1.6797,24.2,3.325779,24.2
1.6797,24.2,3.325726,24.2
1.6797,24.1,3.325683,24.2
1.6797,24.2,3.325412,24.2
1.6794,24.2,3.325819,24.2
1.6797,24.2,3.325886,24.2
1.6797,24.2,3.325667,24.2
1.6797,24.2,3.32575,24.2
1.6797,24.2,3.325921,24.2
1.6803,24.2,3.325968,24.2
1.6797,24.2,3.325995,24.2
1.6797,24.2,3.325683,24.2
1.6797,24.2,3.325587,24.2
1.6797,24.2,3.325565,24.2
1.6797,24.2,3.325597,24.2
1.6797,24.2,3.325636,24.2
1.6797,24.2,3.325534,24.2
1.6797,24.2,3.325323,24.2
1.6797,24.2,3.32565,24.2
1.6797,24.2,3.325577,24.2
1.6797,24.2,3.325368,24.2
1.6803,24.2,3.325509,24.2
1.6797,24.2,3.325642,24.2
1.6797,24.2,3.325607,24.2
1.6797,24.2,3.325815,24.2
1.6797,24.2,3.325617,24.2
1.6797,24.2,3.325582,24.2
1.6797,24.2,3.325385,24.2
1.6797,24.2,3.325592,24.2
1.6797,24.2,3.325451,24.2
1.6803,24.2,3.325805,24.2
1.6803,24.2,3.325823,24.2
1.6803,24.2,3.325392,24.2
1.6797,24.2,3.325805,24.2
1.6803,24.2,3.325593,24.2
1.6797,24.2,3.325397,24.2
1.6803,24.2,3.325766,24.2
1.6797,24.2,3.325555,24.2
1.6797,24.2,3.325555,24.2
1.6797,24.2,3.325805,24.2
1.6797,24.2,3.325779,24.2
1.6797,24.2,3.325525,24.2
1.6797,24.2,3.325706,24.2
1.6797,24.2,3.325509,24.2
1.6797,24.2,3.325653,24.2
1.6797,24.2,3.325565,24.2
1.6797,24.2,3.325763,24.2
1.6797,24.2,3.325977,24.2
1.6797,24.2,3.325645,24.2
1.6803,24.2,3.32536,24.2
1.6794,24.2,3.325612,24.2
1.6797,24.2,3.325366,24.2
1.6797,24.2,3.325908,24.2
1.6797,24.2,3.325732,24.2
1.6797,24.2,3.325701,24.2
1.6797,24.2,3.325858,24.2
1.6797,24.2,3.325779,24.2
1.6803,24.2,3.325766,24.2
1.6797,24.2,3.325849,24.2
1.6797,24.2,3.325811,24.2
1.68,24.2,3.325852,24.2
1.6797,24.2,3.325817,24.2
1.6797,24.2,3.325909,24.2
1.6797,24.2,3.32587,24.2
1.6797,24.2,3.325867,24.2
1.68,24.2,3.325605,24.2
1.68,24.2,3.325637,24.2
1.6797,24.2,3.325723,24.2
1.6797,24.2,3.32589,24.2
1.6797,24.2,3.326121,24.2
1.6803,24.2,3.325631,24.2
1.6797,24.2,3.325729,24.2
1.6797,24.2,3.325898,24.2
1.6797,24.2,3.325964,24.2
1.6797,24.2,3.32611,24.2
1.6797,24.2,3.325976,24.2
1.6797,24.2,3.326059,24.2
1.6797,24.2,3.325994,24.2
1.6797,24.2,3.325884,24.2
1.6797,24.2,3.325879,24.2
1.6797,24.2,3.325941,24.2
1.6797,24.2,3.32613,24.2
1.6803,24.2,3.325939,24.2
1.6803,24.2,3.325757,24.2
1.6797,24.2,3.325893,24.2
1.6797,24.2,3.326161,24.2
1.6797,24.2,3.325849,24.2
1.6803,24.2,3.325863,24.2
1.6803,24.2,3.325897,24.2
1.6797,24.2,3.326072,24.2
1.6797,24.2,3.325889,24.2
1.6797,24.2,3.325847,24.2
1.6797,24.2,3.325761,24.2
1.6797,24.2,3.325846,24.2
1.6797,24.2,3.325727,24.2
1.6797,24.2,3.325944,24.2
1.6797,24.2,3.325665,24.2
1.6803,24.2,3.325815,24.2
1.6797,24.2,3.325865,24.2
1.68,24.2,3.32551,24.2
1.68,24.2,3.325675,24.2
1.6797,24.2,3.325759,24.2
1.68,24.2,3.325792,24.2
1.6797,24.2,3.325893,24.2
1.6797,24.2,3.325762,24.2
1.6797,24.2,3.325572,24.2
1.68,24.2,3.325637,24.2
1.6797,24.2,3.325587,24.2
1.68,24.2,3.325721,24.2
1.6797,24.2,3.325839,24.2
1.68,24.2,3.325752,24.2
1.6797,24.2,3.325766,24.2
1.6797,24.2,3.32567,24.2
1.6797,24.2,3.325789,24.2
1.68,24.2,3.325705,24.2
1.6797,24.2,3.325687,24.2
1.68,24.2,3.325684,24.2
1.6797,24.2,3.325666,24.2
1.6797,24.2,3.325844,24.2
1.68,24.2,3.325821,24.2
1.6797,24.2,3.325688,24.2
1.6797,24.2,3.325637,24.2
1.6797,24.2,3.325743,24.2
1.6797,24.2,3.325615,24.2
1.6797,24.2,3.325461,24.2
1.68,24.2,3.325536,24.2
1.68,24.2,3.32581,24.2
1.68,24.2,3.325741,24.2
1.68,24.2,3.325598,24.2
1.68,24.2,3.32544,24.2
1.68,24.2,3.325628,24.2
1.68,24.2,3.325845,24.2
1.6797,24.2,3.325578,24.2
1.68,24.2,3.325614,24.2
1.68,24.2,3.325774,24.2
1.68,24.1,3.32561,24.2
1.6797,24.2,3.32572,24.2
1.6797,24.2,3.325493,24.2
1.6797,24.2,3.32565,24.2
1.68,24.2,3.325578,24.2
1.6797,24.2,3.325764,24.2
1.68,24.2,3.325674,24.2
1.6797,24.1,3.325666,24.2
1.68,24.2,3.325583,24.2
1.68,24.1,3.325749,24.2
1.6797,24.1,3.325836,24.2
1.6797,24.1,3.325762,24.2
1.6797,24.2,3.325722,24.2
1.6797,24.1,3.325726,24.2
1.6797,24.1,3.32573,24.2
1.6797,24.2,3.3258,24.2
1.68,24.1,3.325914,24.2
1.68,24.2,3.326023,24.2
1.68,24.2,3.325764,24.2
1.6797,24.1,3.325768,24.2
1.68,24.2,3.325893,24.2
1.68,24.1,3.32577,24.2
1.6803,24.1,3.325883,24.2
1.6797,24.1,3.325796,24.2
1.6797,24.1,3.325803,24.2
1.6797,24.1,3.325894,24.2
1.6797,24.2,3.325876,24.2
1.68,24.1,3.325956,24.2
1.6797,24.1,3.326029,24.2
1.6797,24.2,3.325731,24.2
1.6803,24.1,3.325906,24.2
1.6797,24.1,3.326081,24.2
1.6797,24.1,3.325866,24.2
1.6797,24.1,3.32593,24.2
1.6803,24.1,3.325916,24.2
1.6797,24.1,3.325911,24.2
1.6797,24.1,3.326002,24.2
1.6803,24.1,3.326206,24.2
1.6797,24.1,3.326037,24.2
1.68,24.1,3.325934,24.2
1.6797,24.1,3.32613,24.2
1.6797,24.1,3.326151,24.2
1.6797,24.1,3.325977,24.2
1.6797,24.1,3.325927,24.2
1.68,24.1,3.325905,24.2
1.6797,24.1,3.325807,24.2
1.68,24.1,3.325674,24.2
1.6797,24.1,3.326119,24.2
1.6797,24.1,3.326124,24.2
1.6797,24.1,3.325788,24.2
1.6797,24.1,3.325962,24.2
1.6797,24.1,3.325974,24.2
1.68,24.1,3.326163,24.2
1.6797,24.1,3.326035,24.2
1.6797,24.1,3.325964,24.2
1.6797,24.1,3.32618,24.2
1.6797,24.1,3.326157,24.2
1.68,24.1,3.325598,24.2
1.68,24.1,3.326112,24.2
1.68,24.1,3.326217,24.2
1.6803,24.1,3.325794,24.2
1.68,24.1,3.326151,24.2
1.68,24.1,3.325962,24.2
1.6797,24.1,3.325867,24.2
1.6797,24.1,3.325873,24.2
1.68,24.1,3.32563,24.2
1.6797,24.1,3.325862,24.2
1.68,24.1,3.325879,24.2
1.6797,24.1,3.325809,24.2
1.68,24.1,3.325938,24.2
1.6797,24.1,3.32569,24.2
1.6797,24.1,3.325963,24.2
1.6797,24.1,3.326074,24.2
1.6797,24.1,3.325615,24.2
1.68,24.1,3.325855,24.2
1.6797,24.1,3.325722,24.2
1.68,24.1,3.325652,24.2
1.6803,24.1,3.325963,24.2
1.6803,24.1,3.32588,24.2
1.6797,24.1,3.325428,24.2
1.6797,24.1,3.325852,24.2
1.6797,24.1,3.32562,24.2
1.6797,24.1,3.325893,24.2
1.6803,24.1,3.325887,24.2
1.6797,24.1,3.325944,24.2
1.6803,24.1,3.325747,24.2
1.6797,24.1,3.325668,24.2
1.6797,24.1,3.325706,24.2
1.6797,24.1,3.325932,24.2
1.6797,24.1,3.325936,24.2
1.6797,24.1,3.325715,24.2
1.68,24.1,3.325779,24.2
1.6803,24.1,3.325742,24.2
1.6803,24.1,3.325647,24.2
1.6797,24.1,3.325662,24.2
1.6797,24.2,3.325695,24.2
1.6797,24.2,3.325775,24.2
1.6797,24.1,3.325709,24.2
1.6797,24.1,3.325776,24.2
1.68,24.2,3.325772,24.2
1.6803,24.1,3.32566,24.2
1.6797,24.1,3.326105,24.2
1.6797,24.1,3.325657,24.2
1.68,24.1,3.325835,24.2
1.6797,24.1,3.326144,24.2
1.6797,24.1,3.32569,24.2
1.6797,24.1,3.325888,24.2
1.6797,24.1,3.326063,24.2
1.6797,24.2,3.326102,24.2
1.68,24.1,3.325822,24.2
1.6797,24.1,3.325921,24.2
1.68,24.1,3.325976,24.2
1.68,24.1,3.326007,24.2
1.68,24.1,3.32614,24.2
1.6797,24.1,3.326095,24.2
1.6797,24.1,3.325974,24.2
1.6797,24.1,3.325859,24.2
1.68,24.1,3.325948,24.2
1.6797,24.1,3.326142,24.2
1.68,24.1,3.326076,24.2
1.6797,24.1,3.326088,24.2
1.6797,24.1,3.325963,24.2
1.6797,24.1,3.326331,24.2
1.6797,24.1,3.326048,24.2
1.68,24.1,3.326148,24.2
1.68,24.2,3.325906,24.2
1.6797,24.1,3.32609,24.2
1.68,24.1,3.325964,24.2
1.68,24.1,3.326082,24.2
1.68,24.1,3.325829,24.2
1.68,24.1,3.326052,24.2
1.68,24.1,3.326086,24.2
1.6797,24.1,3.326184,24.2
1.6797,24.1,3.326325,24.2
1.6797,24.1,3.325937,24.2
1.6797,24.1,3.326159,24.2
1.6797,24.1,3.325892,24.2
1.6797,24.1,3.326176,24.2
1.6797,24.1,3.326035,24.2
1.6803,24.1,3.325989,24.2
1.6797,24.1,3.325897,24.2
1.68,24.1,3.325589,24.2
1.6797,24.1,3.32561,24.2
1.6797,24.1,3.325949,24.2
1.6797,24.1,3.325808,24.2
1.6797,24.2,3.32622,24.2
1.6803,24.2,3.325949,24.2
1.6797,24.2,3.325851,24.2
1.6797,24.1,3.326076,24.2
1.6803,24.2,3.325961,24.2
1.6797,24.1,3.325775,24.2
1.6797,24.2,3.32594,24.2
1.68,24.1,3.325973,24.2
1.6803,24.1,3.325572,24.2
1.6803,24.1,3.325685,24.2
1.6797,24.2,3.3259,24.2
1.6797,24.1,3.326049,24.2
1.6797,24.1,3.325728,24.2
1.6797,24.1,3.325766,24.2
1.6797,24.1,3.325882,24.2
1.6797,24.1,3.325924,24.2
1.6797,24.1,3.325811,24.2
1.6797,24.1,3.326016,24.2
1.6803,24.1,3.325833,24.2
1.6797,24.2,3.325718,24.2
1.6803,24.1,3.325753,24.2
1.6797,24.1,3.32567,24.2
1.6803,24.1,3.325781,24.2
1.6797,24.2,3.325787,24.2
1.6797,24.1,3.326009,24.2
1.6797,24.1,3.325979,24.2
1.6797,24.2,3.325919,24.2
1.6803,24.2,3.325872,24.2
1.6797,24.1,3.325955,24.2
1.6803,24.1,3.326032,24.2
1.6797,24.2,3.325726,24.2
1.6797,24.2,3.326003,24.2
1.6797,24.1,3.325716,24.2
1.6797,24.1,3.32595,24.2
1.6797,24.1,3.32591,24.2
1.6797,24.1,3.32587,24.2
1.6803,24.2,3.326049,24.2
1.6797,24.2,3.326248,24.2
1.6797,24.1,3.326266,24.2
1.6803,24.1,3.326006,24.2
1.6803,24.2,3.326211,24.2
1.6797,24.2,3.326131,24.2
1.6797,24.1,3.326063,24.2
1.6797,24.2,3.32616,24.2
1.6803,24.1,3.326071,24.2
1.6803,24.1,3.326183,24.2
1.6797,24.2,3.326005,24.2
1.6803,24.1,3.32615,24.2
1.6797,24.2,3.325972,24.2
1.6797,24.1,3.326291,24.2
1.6797,24.2,3.326192,24.2
1.6797,24.2,3.325899,24.2
1.6797,24.2,3.326145,24.2
1.6803,24.1,3.32603,24.2
1.6797,24.2,3.326128,24.2
1.6797,24.1,3.3262,24.2
1.6797,24.2,3.326219,24.2
1.6797,24.2,3.325948,24.2
1.6797,24.2,3.326131,24.2
1.6797,24.2,3.325879,24.2
1.6797,24.2,3.325928,24.2
1.6797,24.1,3.325916,24.2
1.6797,24.1,3.325885,24.2
1.6797,24.2,3.326106,24.2
1.6797,24.2,3.325837,24.2
1.6797,24.2,3.326062,24.2
1.6797,24.2,3.325682,24.2
1.6797,24.2,3.325876,24.2
1.6797,24.2,3.325962,24.2
1.6797,24.2,3.325907,24.2
1.6797,24.2,3.325986,24.2
1.6797,24.2,3.326174,24.2
1.6797,24.2,3.325794,24.2
1.6797,24.2,3.32606,24.2
1.6797,24.2,3.326007,24.2
1.6797,24.2,3.325881,24.2
1.6797,24.2,3.325789,24.2
1.6797,24.2,3.325981,24.2
1.6797,24.2,3.325886,24.2
1.6797,24.2,3.326057,24.2
1.6797,24.2,3.325604,24.2
1.6797,24.2,3.325771,24.2
1.6797,24.2,3.325863,24.2
1.6797,24.2,3.325686,24.2
1.6803,24.2,3.325699,24.2
1.6797,24.2,3.325688,24.2
1.6797,24.2,3.325669,24.2
1.6797,24.2,3.325825,24.2
1.6797,24.2,3.325966,24.2
1.6797,24.2,3.325715,24.2
1.6803,24.2,3.325686,24.2
1.6797,24.2,3.325563,24.2
1.6797,24.2,3.325519,24.2
1.6803,24.2,3.325549,24.2
1.6797,24.2,3.32584,24.2
1.6803,24.2,3.32594,24.2
1.6797,24.2,3.325753,24.2
1.6797,24.2,3.325796,24.2
1.6797,24.2,3.325955,24.2
1.6797,24.2,3.325708,24.2
1.6797,24.2,3.325867,24.2
1.6797,24.2,3.325857,24.2
1.6797,24.2,3.326086,24.2
1.6797,24.2,3.325994,24.2
1.6797,24.2,3.325824,24.3
1.6803,24.2,3.325893,24.2
1.6803,24.2,3.326228,24.2
1.6797,24.2,3.326215,24.2
1.6797,24.2,3.326052,24.2
1.6797,24.2,3.326339,24.2
1.6797,24.2,3.326071,24.2
1.6797,24.2,3.326069,24.2
1.6797,24.2,3.326058,24.2
1.6803,24.2,3.325809,24.2
1.6797,24.2,3.325832,24.2
1.6803,24.2,3.325902,24.2
1.6797,24.2,3.326117,24.2
1.6797,24.2,3.326335,24.2
1.6797,24.2,3.326007,24.2
1.6797,24.2,3.325962,24.2
1.6797,24.2,3.326146,24.2
1.6797,24.2,3.325803,24.2
1.6797,24.2,3.326059,24.3
1.6803,24.2,3.326027,24.2
1.6797,24.2,3.325902,24.2
1.6803,24.2,3.325876,24.2
1.6797,24.2,3.325837,24.2
1.6797,24.2,3.326089,24.2
1.6797,24.2,3.326044,24.2
1.68,24.2,3.325838,24.2
1.6797,24.2,3.325887,24.2
1.6797,24.2,3.32589,24.2
1.6797,24.2,3.326143,24.2
1.68,24.2,3.325999,24.2
1.68,24.2,3.32582,24.2
1.6797,24.2,3.325772,24.2
1.6797,24.2,3.325673,24.2
1.68,24.2,3.325735,24.2
1.68,24.2,3.325847,24.2
1.68,24.2,3.326167,24.3
1.68,24.2,3.325997,24.2
1.68,24.2,3.325892,24.2
1.6797,24.2,3.3261,24.2
1.68,24.2,3.326206,24.2
1.68,24.2,3.325722,24.2
1.68,24.2,3.326036,24.2
1.68,24.2,3.326262,24.2
1.6797,24.2,3.326266,24.2
1.6797,24.2,3.326238,24.2
1.6803,24.2,3.326009,24.2
1.6794,24.2,3.326041,24.2
1.6797,24.2,3.325996,24.2
1.6797,24.2,3.326022,24.2
1.6797,24.2,3.326173,24.2
1.6797,24.2,3.325783,24.2
1.6803,24.2,3.326424,24.2
1.6797,24.1,3.326231,24.2
1.6797,24.2,3.326166,24.2
1.6797,24.2,3.326204,24.2
1.6797,24.2,3.326157,24.2
1.6797,24.2,3.326268,24.2
1.6797,24.2,3.326074,24.2
1.6797,24.2,3.325887,24.2
1.6803,24.2,3.326253,24.2
1.6803,24.2,3.326238,24.2
1.6794,24.1,3.326038,24.2
1.6797,24.2,3.326251,24.2
1.6797,24.2,3.326288,24.2
1.6797,24.2,3.325985,24.2
1.6797,24.2,3.326493,24.2
1.6797,24.2,3.326049,24.2
1.6797,24.2,3.326269,24.2
1.6797,24.2,3.326262,24.2
1.6797,24.1,3.32625,24.2
1.6797,24.2,3.326252,24.2
1.6797,24.2,3.326072,24.2
1.6803,24.1,3.325852,24.2
1.6797,24.1,3.326268,24.2
1.6797,24.1,3.326093,24.2
1.6797,24.2,3.326202,24.2
1.6803,24.2,3.326263,24.2
1.6797,24.1,3.326073,24.2
1.6797,24.1,3.325895,24.2
1.6797,24.1,3.326107,24.2
1.6797,24.1,3.326069,24.2
1.6791,24.2,3.326103,24.2
1.6803,24.1,3.326217,24.2
1.6797,24.1,3.325888,24.2
1.6797,24.1,3.325885,24.2
1.6794,24.2,3.325893,24.2
1.6797,24.1,3.326231,24.2
1.6797,24.1,3.326044,24.2
1.6803,24.1,3.326141,24.2
1.6803,24.1,3.326039,24.2
1.68,24.1,3.325832,24.2
1.6797,24.1,3.326033,24.2
1.6797,24.1,3.326009,24.2
1.68,24.1,3.325778,24.2
1.6797,24.2,3.326004,24.2
1.6803,24.1,3.32597,24.2
1.68,24.2,3.325797,24.2
1.68,24.1,3.32583,24.2
1.6797,24.1,3.326142,24.2
1.6797,24.2,3.325914,24.2
1.6797,24.1,3.325952,24.2
1.68,24.1,3.326073,24.2
1.6797,24.1,3.325989,24.2
1.6797,24.1,3.325854,24.2
1.68,24.1,3.325748,24.2
1.68,24.1,3.32572,24.2
1.6797,24.1,3.325747,24.2
1.6797,24.1,3.325856,24.2
1.6797,24.2,3.325871,24.2
1.68,24.1,3.326059,24.2
1.68,24.2,3.325923,24.2
1.68,24.1,3.326107,24.2
1.6797,24.2,3.326152,24.2
1.68,24.1,3.32609,24.2
1.6797,24.1,3.326042,24.2
1.6797,24.1,3.325997,24.2
1.68,24.1,3.325887,24.2
1.68,24.2,3.326031,24.2
1.6797,24.1,3.326146,24.2
1.68,24.1,3.326018,24.2
1.6797,24.1,3.326141,24.2
1.68,24.2,3.326447,24.2
